itemid,label,linksto,category,unitname,param_type,lownormalvalue,highnormalvalue,abbreviation
226621,Davol,outputevents,Drains,mL,Numeric,,,Davol
226625,Tap,outputevents,Drains,mL,Numeric,,,Tap
226598,JP Lateral,outputevents,Drains,mL,Numeric,,,JP Lateral
226601,Jackson Pratt #3,outputevents,Drains,mL,Numeric,,,Jackson Pratt #3
226600,Jackson Pratt #2,outputevents,Drains,mL,Numeric,,,Jackson Pratt #2
226597,JP Medial,outputevents,Drains,mL,Numeric,,,JP Medial
226610,Lumbar,outputevents,Drains,mL,Numeric,,,Lumbar
226624,Penrose #2,outputevents,Drains,mL,Numeric,,,Penrose #2
227701,Drainage Bag,outputevents,Drains,mL,Numeric,,,Drainage Bag
226614,Wound Vac #2,outputevents,Drains,mL,Numeric,,,Wound Vac #2
226620,Pigtail #2,outputevents,Drains,mL,Numeric,,,Pigtail #2
226603,T Tube,outputevents,Drains,mL,Numeric,,,T Tube
226609,Cerebral Subdural #2,outputevents,Drains,mL,Numeric,,,Cerebral Subdural #2
226616,Anderson,outputevents,Drains,mL,Numeric,,,Anderson
226605,Hemovac #2,outputevents,Drains,mL,Numeric,,,Hemovac #2
226622,Red Rubber,outputevents,Drains,mL,Numeric,,,Red Rubber
226604,Hemovac #1,outputevents,Drains,mL,Numeric,,,Hemovac #1
226612,Pericardial,outputevents,Drains,mL,Numeric,,,Pericardial
226599,Jackson Pratt #1,outputevents,Drains,mL,Numeric,,,Jackson Pratt #1
226613,Wound Vac #1,outputevents,Drains,mL,Numeric,,,Wound Vac #1
226623,Penrose #1,outputevents,Drains,mL,Numeric,,,Penrose #1
226606,Cerebral Ventricular #1,outputevents,Drains,mL,Numeric,,,Cerebral Ventricular #1
226608,Cerebral Subdural #1,outputevents,Drains,mL,Numeric,,,Cerebral Subdural #1
226602,Jackson Pratt #4,outputevents,Drains,mL,Numeric,,,Jackson Pratt #4
226618,Sump #2,outputevents,Drains,mL,Numeric,,,Sump #2
226607,Cerebral Ventricular #2,outputevents,Drains,mL,Numeric,,,Cerebral Ventricular #2
226619,Pigtail #1,outputevents,Drains,mL,Numeric,,,Pigtail #1
227646,Breast Feed - R (Minutes),chartevents,OB-GYN,min,Numeric,,,Breast Feed - R (Minutes)
227647,Clot Size (cm),chartevents,OB-GYN,cm,Numeric,,,Clot Size (cm)
227645,Breast Feed - L (Minutes),chartevents,OB-GYN,min,Numeric,,,Breast Feed - L (Minutes)
226629,PACU EBL,outputevents,Output,mL,Numeric,,,PACU EBL
226632,Cath Lab,outputevents,Output,mL,Numeric,,,Cath Lab
227488,GU Irrigant Volume In,outputevents,Output,mL,Numeric,,,GU Irrigant Volume In
226590,L Pleural #1,outputevents,Output,mL,Numeric,,,L Pleural #1
226571,Emesis,outputevents,Output,mL,Numeric,,,Emesis
226588,Chest Tube #1,outputevents,Output,mL,Numeric,,,Chest Tube #1
226633,Pre-Admission,outputevents,Output,mL,Numeric,,,Pre-Admission
226576,Oral Gastric,outputevents,Output,mL,Numeric,,,Oral Gastric
226627,OR Urine,outputevents,Output,mL,Numeric,,,OR Urine
226560,Void,outputevents,Output,mL,Numeric,,,Void
226591,L Pleural #2,outputevents,Output,mL,Numeric,,,L Pleural #2
226564,R Nephrostomy,outputevents,Output,mL,Numeric,,,R Nephrostomy
226631,PACU Urine,outputevents,Output,mL,Numeric,,,PACU Urine
226566,Urine and GU Irrigant Out,outputevents,Output,mL,Numeric,,,Urine and GU Irrigant Out
226630,PACU Gastric,outputevents,Output,mL,Numeric,,,PACU Gastric
226579,Stool,outputevents,Output,mL,Numeric,,,Stool
226592,Mediastinal,outputevents,Output,mL,Numeric,,,Mediastinal
226561,Condom Cath,outputevents,Output,mL,Numeric,,,Condom Cath
226584,Ileoconduit,outputevents,Output,mL,Numeric,,,Ileoconduit
226589,Chest Tube #2,outputevents,Output,mL,Numeric,,,Chest Tube #2
227510,TF Residual,outputevents,Output,mL,Numeric,,,TF Residual
229414,Chest Tube #4,outputevents,Output,mL,Numeric,,,Chest Tube #4
226583,Rectal Tube,outputevents,Output,mL,Numeric,,,Rectal Tube
226572,Ewald,outputevents,Output,mL,Numeric,,,Ewald
226595,R Pleural #2,outputevents,Output,mL,Numeric,,,R Pleural #2
226574,Jejunostomy,outputevents,Output,mL,Numeric,,,Jejunostomy
226593,R Pleural #1,outputevents,Output,mL,Numeric,,,R Pleural #1
226628,PACU Drains,outputevents,Output,mL,Numeric,,,PACU Drains
226557,R Ureteral Stent,outputevents,Output,mL,Numeric,,,R Ureteral Stent
226567,Straight Cath,outputevents,Output,mL,Numeric,,,Straight Cath
226570,Blakemore,outputevents,Output,mL,Numeric,,,Blakemore
226573,Gastric Tube,outputevents,Output,mL,Numeric,,,Gastric Tube
226575,Nasogastric,outputevents,Output,mL,Numeric,,,Nasogastric
226563,Suprapubic,outputevents,Output,mL,Numeric,,,Suprapubic
226565,L Nephrostomy,outputevents,Output,mL,Numeric,,,L Nephrostomy
227511,TF Residual Output,outputevents,Output,mL,Numeric,,,TF Residual Output
229413,Chest Tube #3,outputevents,Output,mL,Numeric,,,Chest Tube #3
226580,Fecal Bag,outputevents,Output,mL,Numeric,,,Fecal Bag
226558,L Ureteral Stent,outputevents,Output,mL,Numeric,,,L Ureteral Stent
226582,Ostomy (output),outputevents,Output,mL,Numeric,,,Ostomy (output)
227489,GU Irrigant/Urine Volume Out,outputevents,Output,mL,Numeric,,,GU Irrigant/Urine Volume Out
226559,Foley,outputevents,Output,mL,Numeric,,,Foley
226569,Anderson (gastric),outputevents,Output,mL,Numeric,,,Anderson (gastric)
226626,OR EBL,outputevents,Output,mL,Numeric,,,OR EBL
224639,Daily Weight,chartevents,General,kg,Numeric,,,Daily Weight
226184,Estimated Protein Needs/Kg,chartevents,General,g/kg,Numeric,,,Estimated Protein Needs/Kg
226707,Height,chartevents,General,Inch,Numeric,,,Height
226846,Feeding Weight,chartevents,General,kg,Numeric,,,Feeding Weight
226183,Estimated Energy Needs/Kg,chartevents,General,kcal/kg,Numeric,,,Estimated Energy Needs/Kg
226531,Admission Weight (lbs.),chartevents,General,None,Numeric,,,Admission Weight (lbs.)
227428,SOFA Score,chartevents,General,None,Numeric,,,SOFA Score
226730,Height (cm),chartevents,General,cm,Numeric,,,Height (cm)
226512,Admission Weight (Kg),chartevents,General,kg,Numeric,,,Admission Weight (Kg)
229900,Left Ventricular Pressure Signal - Diastolic,chartevents,Impella,mmHg,Numeric,,,Left Ventricular Pressure Signal - Diastolic
224318,ABI Ankle BP L (Impella),chartevents,Impella,mmHg,Numeric,,,ABI Ankle BP L (Impella)
229311,Motor Current (mA) High,chartevents,Impella,None,Numeric,,,Motor Current (mA) High
228151,Aortic Pressure Signal - Diastolic,chartevents,Impella,mmHg.,Numeric,,,Aortic Pressure Signal - Diastolic
229668,Pulmonary Artery Pressure Signal - Diastolic,chartevents,Impella,mmHg.,Numeric,,,Pulmonary Artery Pressure Signal - Diastolic
228159,Purge Solution Flow Rate,chartevents,Impella,ml/hr,Numeric,4,20,Purge Solution Flow Rate
229677,Purge Pressure (R),chartevents,Impella,mmHg,Numeric,,,Purge Pressure (R)
228152,Aortic Pressure Signal - Systolic,chartevents,Impella,mmHg.,Numeric,,,Aortic Pressure Signal - Systolic
229678,Purge Solution Flow Rate (R),chartevents,Impella,ml/hr,Numeric,4,20,Purge Solution Flow Rate (R)
229896,Cardiac Power Output (CPO),chartevents,Impella,Watts,Numeric,,,CPO
229897,Cardiac Output (CO) (Impella),chartevents,Impella,L/min,Numeric,,,CO (Impella)
224314,ABI Brachial BP R (Impella),chartevents,Impella,mmHg,Numeric,,,ABI Brachial BP R (Impella)
228154,Flow Rate (Impella),chartevents,Impella,L/min,Numeric,,,Flow Rate (Impella)
229898,LVEDP (Impella),chartevents,Impella,mmHg,Numeric,,,LVEDP (Impella)
228149,ABI Brachial BP L (Impella),chartevents,Impella,mmHg,Numeric,,,ABI Brachial BP L (Impella)
229899,Left Ventricular Pressure Signal - Systolic,chartevents,Impella,mmHg,Numeric,,,Left Ventricular Pressure Signal - Systolic
229674,Motor Current (mA) Low (R),chartevents,Impella,None,Numeric,,,Motor Current (mA) Low (R)
228148,ABI Ankle BP R (Impella),chartevents,Impella,mmHg,Numeric,,,ABI Ankle BP R (Impella)
229671,Flow Rate (Impella) (R),chartevents,Impella,L/min,Numeric,,,Flow Rate (Impella) (R)
228158,Purge Pressure,chartevents,Impella,mmHg,Numeric,,,Purge Pressure
229312,Motor Current (mA) Low,chartevents,Impella,None,Numeric,,,Motor Current (mA) Low
229673,Motor Current (mA) High (R),chartevents,Impella,None,Numeric,,,Motor Current (mA) High (R)
229669,Pulmonary Atrtery Pressure Signal - Systolic,chartevents,Impella,mmHg.,Numeric,,,Pulmonary Artery Pressure Signal - Systolic
223880,ZFree Form Intake,chartevents,ZIntake,mL,Numeric,,,ZFree Form Intake
223879,ZPACU Intake,chartevents,ZIntake,mL,Numeric,,,ZPACU Intake
223878,ZOR Intake,chartevents,ZIntake,mL,Numeric,,,ZOR Intake
223877,ZCath Lab Intake,chartevents,ZIntake,mL,Numeric,,,ZCath Lab Intake
223881,ZGU Irrigant Intake,chartevents,ZIntake,mL,Numeric,,,ZGU Irrigant Intake
224144,Blood Flow (ml/min),chartevents,Dialysis,ml/min,Numeric,,,Blood Flow (ml/min)
224149,Access Pressure,chartevents,Dialysis,mmHg,Numeric,,,Access Pressure
224406,VEN Lumen Volume,chartevents,Dialysis,mL,Numeric,,,VEN  Lumen Volume
224151,Effluent Pressure,chartevents,Dialysis,mmHg,Numeric,,,Effluent Pressure
224150,Filter Pressure,chartevents,Dialysis,mmHg,Numeric,,,Filter Pressure
227639,Medication Added Amount  #2 (Peritoneal Dialysis),chartevents,Dialysis,None,Numeric,,,Medication Added Amount  #2 (PD)
229248,Pressure Drop,chartevents,Dialysis,mmHg,Numeric,,,Pressure Drop
224153,Replacement Rate,chartevents,Dialysis,ml/hr,Numeric,,,Replacement Rate
225810,Dwell Time (Peritoneal Dialysis),chartevents,Dialysis,hour,Numeric,,,Dwell Time (Hours)
224154,Dialysate Rate,chartevents,Dialysis,ml/hr,Numeric,,,Dialysate Rate
228006,Post Filter Replacement Rate,chartevents,Dialysis,ml/hr,Numeric,,,Post Filter Replacement Rate
228005,PBP (Prefilter) Replacement Rate,chartevents,Dialysis,ml/hr,Numeric,,,PBP (Prefilter) Replacement Rate
228004,Citrate (ACD-A),chartevents,Dialysis,ml/hr,Numeric,,,Citrate (ACD-A)
225806,Volume In (PD),chartevents,Dialysis,mL,Numeric,,,Volume In (PD)
224145,Heparin Dose (per hour),chartevents,Dialysis,units,Numeric,,,Heparin Dose (per hour)
225959,Medication Added Amount  #1 (Peritoneal Dialysis),chartevents,Dialysis,None,Numeric,,,Medication Added Amount #1 (PD)
227438,Volume not removed,chartevents,Dialysis,mL,Numeric,,,Volume not removed
224191,Hourly Patient Fluid Removal,chartevents,Dialysis,mL,Numeric,,,Hourly PFR
224404,ART Lumen Volume,chartevents,Dialysis,mL,Numeric,,,ART Lumen Volume
225183,Current Goal,chartevents,Dialysis,mL,Numeric,,,Current Goal
229247,Trans Membrane Pressure,chartevents,Dialysis,mmHg,Numeric,,,TMP
225807,Volume Out (PD),chartevents,Dialysis,mL,Numeric,,,Volume Out (PD)
224152,Return Pressure,chartevents,Dialysis,mmHg,Numeric,,,Return Pressure
226499,Hemodialysis Output,chartevents,Dialysis,mL,Numeric,,,Hemodialysis Output
226457,Ultrafiltrate Output,chartevents,Dialysis,mL,Numeric,,,Ultrafiltrate Output
227930,Recovery HR - Aerobic Activity Response,chartevents,OT Notes,None,Numeric,,,Recovery HR - Aerobic Activity Response
227916,Rest HR -  Aerobic Activity Response,chartevents,OT Notes,None,Numeric,,,Rest HR -  Aerobic Activity Response
227864,Activity HR - Aerobic Capacity,chartevents,OT Notes,None,Numeric,,,Activity HR - Aerobic Capacity
227861,Rest O2 Sat - Aerobic Capacity,chartevents,OT Notes,%,Numeric,,,Rest O2 Sat - Aerobic Capacity
227926,Activity O2 sat - Aerobic Activity Response,chartevents,OT Notes,%,Numeric,,,Activity O2 sat - Aerobic Activity Response
227867,Activity O2 Sat - Aerobic Capacity,chartevents,OT Notes,%,Numeric,,,Activity O2 Sat - Aerobic Capacity
227860,Rest RR - Aerobic Capacity,chartevents,OT Notes,None,Numeric,,,Rest RR - Aerobic Capacity
227933,Recovery O2 sat - Aerobic Activity Response,chartevents,OT Notes,%,Numeric,,,Recovery O2 sat - Aerobic Activity Response
227873,Recovery O2 Sat - Aerobic Capacity,chartevents,OT Notes,%,Numeric,,,Recovery O2 Sat - Aerobic Capacity
227870,Recovery HR - Aerobic Capacity,chartevents,OT Notes,None,Numeric,,,Recovery HR - Aerobic Capacity
227872,Recovery RR - Aerobic Capacity,chartevents,OT Notes,None,Numeric,,,Recovery RR - Aerobic Capacity
227932,Recovery RR - Aerobic Activity Response,chartevents,OT Notes,None,Numeric,,,Recovery RR - Aerobic Activity Response
227918,Rest RR - Aerobic Activity Response,chartevents,OT Notes,None,Numeric,,,Rest RR - Aerobic Activity Response
227858,Rest HR - Aerobic Capacity,chartevents,OT Notes,None,Numeric,,,Rest HR - Aerobic Capacity
227866,Activity RR - Aerobic Capacity,chartevents,OT Notes,None,Numeric,,,Activity RR - Aerobic Capacity
227919,Rest O2 Sat - Aerobic Activity Response,chartevents,OT Notes,%,Numeric,,,Rest O2 Sat - Aerobic Activity Response
227925,Activity RR - Aerobic Activity Response,chartevents,OT Notes,None,Numeric,,,Activity RR - Aerobic Activity Response
227923,Activity HR - Aerobic Activity Response,chartevents,OT Notes,None,Numeric,,,Activity HR - Aerobic Activity Response
229255,Flow (RVAD),chartevents,Centrimag,L/min,Numeric,,,Flow (RVAD)
229259,Flow Alarm (Lo) (RVAD),chartevents,Centrimag,None,Numeric,,,Flow Alarm (Lo) (RVAD)
229263,Speed (RVAD),chartevents,Centrimag,RPM,Numeric,,,Speed (RVAD)
229257,Flow Alarm (Hi) (RVAD),chartevents,Centrimag,None,Numeric,,,Flow Alarm (Hi) (RVAD)
229262,Speed (LVAD),chartevents,Centrimag,RPM,Numeric,,,Speed (LVAD)
229258,Flow Alarm (Lo) (LVAD),chartevents,Centrimag,None,Numeric,,,Flow Alarm (Lo) (LVAD)
229256,Flow Alarm (Hi) (LVAD),chartevents,Centrimag,None,Numeric,,,Flow Alarm (Hi) (LVAD)
229254,Flow (LVAD),chartevents,Centrimag,L/min,Numeric,,,Flow (LVAD)
229308,High Power Alarm (HeartWare),chartevents,Heartware,None,Numeric,,,High Power Alarm (HeartWare)
229304,Flow (L/min) (HeartWare),chartevents,Heartware,None,Numeric,,,Flow (L/min) (HeartWare)
229305,Power (Watts) (HeartWare),chartevents,Heartware,None,Numeric,,,Power (Watts) (HeartWare)
229307,Low Flow Alarm (HeartWare),chartevents,Heartware,None,Numeric,,,Low Flow Alarm (HeartWare)
229306,HCT (HeartWare),chartevents,Heartware,None,Numeric,,,HCT (HeartWare)
229303,Speed (RPM) (HeartWare),chartevents,Heartware,None,Numeric,,,Speed (RPM) (HeartWare)
227213,Vecuronium (Intubation),chartevents,Intubation,mg,Numeric,,,Vecuronium (Intubation)
229792,Estimated Blood Loss (Intub),chartevents,Intubation,mL,Numeric,,,EBL (Intub)
227210,Propofol (Intubation),chartevents,Intubation,mg,Numeric,,,Propofol (Intubation)
227215,Succynlocholine (Intubation),chartevents,Intubation,mg,Numeric,,,Succynlocholine (Intubation)
227214,Cis-atracurium (Intubation),chartevents,Intubation,mg,Numeric,,,Cis-atracurium (Intubation)
229789,Phenylephrine (Intubation),chartevents,Intubation,mcg,Numeric,,,Phenylephrine (Intubation)
227211,Ketamine (Intubation),chartevents,Intubation,mg,Numeric,,,Ketamine (Intubation)
227212,Etomidate (Intubation),chartevents,Intubation,mg,Numeric,,,Etomidate (Intubation)
229788,Rocuronium (Intubation),chartevents,Intubation,mg,Numeric,,,Rocuronium (Intubation)
228392,Alsius Bath Temp,chartevents,Treatments,°C,Numeric,,,Alsius Bath Temp
227775,Skeletal Traction #1 - Pounds,chartevents,Treatments,lbs,Numeric,,,Skeletal Traction #1 - Pounds
227627,Arctic Sun/Alsius Set Temp,chartevents,Treatments,°C,Numeric,,,Arctic Sun/Alsius Set Temp
227776,Skeletal Traction #2 - Pounds,chartevents,Treatments,lbs,Numeric,,,Skeletal Traction #2 - Pounds
227777,Skeletal Traction #3 - Pounds,chartevents,Treatments,lbs,Numeric,,,Skeletal Traction #3 - Pounds
227778,Skeletal Traction #4 - Pounds,chartevents,Treatments,lbs,Numeric,,,Skeletal Traction #4 - Pounds
226170,Head of Bed Measurement,chartevents,Treatments,Degree,Numeric,,,HOB Measurement
227628,Arctic Sun Water Temp,chartevents,Treatments,°C,Numeric,,,Arctic Sun Water Temp
229832,ZzWaveform Variability (VAD)old,chartevents,Durable VAD,None,Numeric,,,ZzWaveform Variability (VAD)old
229827,Mean BP (VAD),chartevents,Durable VAD,mmHg,Numeric,,,Mean BP (VAD)
229824,HCT (VAD),chartevents,Durable VAD,None,Numeric,,,HCT (VAD)
229835,Waveform Trough (VAD),chartevents,Durable VAD,None,Numeric,,,Waveform Trough (VAD)
229828,Pulsatility Index (VAD),chartevents,Durable VAD,None,Numeric,,,Pulsatility Index (VAD)
229823,Flow (VAD),chartevents,Durable VAD,L/min,Numeric,,,Flow (VAD)
229895,Low Speed Limit (VAD),chartevents,Durable VAD,RPM,Numeric,,,Low Speed Limit (VAD)
229834,Waveform Peak (VAD),chartevents,Durable VAD,None,Numeric,,,Waveform Peak (VAD)
229825,High Watts Alarm (VAD),chartevents,Durable VAD,None,Numeric,,,High Watts Alarm (VAD)
229826,Low Flow Alarm (VAD),chartevents,Durable VAD,None,Numeric,,,Low Flow Alarm (VAD)
229859,Power (Watts) (VAD),chartevents,Durable VAD,None,Numeric,,,Power (Watts) (VAD)
229829,Speed (VAD),chartevents,Durable VAD,RPM,Numeric,,,Speed (VAD)
227527,ADA-A (500ml),chartevents,Medications,mL,Numeric,,,ADA-A (500ml)
227521,KCL Bolus),chartevents,Medications,mL,Numeric,,,KCL (Bolus)
227566,Ventilator Tank #2,chartevents,Respiratory,None,Numeric,,,Ventilator Tank #2
223875,Fspn High,chartevents,Respiratory,insp/min,Numeric,,,Fspn High
224417,Cuff Pressure,chartevents,Respiratory,cmH2O,Numeric,,30,Cuff Pressure
228878,PeCO2,chartevents,Respiratory,mmHg,Numeric,,,PeCO2
224687,Minute Volume,chartevents,Respiratory,L/min,Numeric,,12.10000038,Minute Volume
224690,Respiratory Rate (Total),chartevents,Respiratory,insp/min,Numeric,,36,Respiratory Rate (Total)
224178,Small Volume Neb Dose #2,chartevents,Respiratory,None,Numeric,,,SV Neb Dose #2
224697,Mean Airway Pressure,chartevents,Respiratory,cmH2O,Numeric,,,Mean Airway Pressure
227580,BiPap IPAP,chartevents,Respiratory,cmH2O,Numeric,,,BiPap IPAP
229393,PF Ratio Value,chartevents,Respiratory,None,Numeric,,,PF Ratio Value
229394,SF Ratio Value,chartevents,Respiratory,None,Numeric,,,SF Ratio Value
224685,Tidal Volume (observed),chartevents,Respiratory,mL,Numeric,299,750,Tidal Volume (observed)
224703,ZATC Tube #,chartevents,Respiratory,None,Numeric,,,ZATC Tube #
224727,Resting Energy Expenditure,chartevents,Respiratory,kcal/day,Numeric,,,REE
224419,Negative Insp. Force,chartevents,Respiratory,cmH2O,Numeric,,,Negative Insp. Force
224728,Peak Exp Flow Rate,chartevents,Respiratory,L/min,Numeric,,,Peak Exp Flow Rate
220218,Vital Capacity,chartevents,Respiratory,Liters,Numeric,,,VC
224704,ATC %,chartevents,Respiratory,%,Numeric,,,ATC %
224743,Vd/Vt Ratio,chartevents,Respiratory,None,Numeric,,,Vd/Vt Ratio
223834,O2 Flow,chartevents,Respiratory,L/min,Numeric,,,O2 Flow
224422,Spont RR,chartevents,Respiratory,bpm,Numeric,,,Spont RR
224709,T Low (APRV),chartevents,Respiratory,sec,Numeric,,,T Low (APRV)
224745,Respiratory Quotient,chartevents,Respiratory,None,Numeric,,,RQ
229406,PFImputedValue,chartevents,Respiratory,None,Numeric,,,PFImputedValue
224750,Nitric Oxide Tank Pressure,chartevents,Respiratory,psi,Numeric,,,Nitric Oxide Tank Pressure
223872,Inspired Gas Temp.,chartevents,Respiratory,°C,Numeric,,,Inspired Gas Temp.
229662,Pminimum,chartevents,Respiratory,None,Numeric,,,Pminimum
224691,Flow Rate (L/min),chartevents,Respiratory,L/min,Numeric,,,Flow Rate (L/min)
220277,O2 saturation pulseoxymetry,chartevents,Respiratory,%,Numeric,,,SpO2
227287,O2 Flow (additional cannula),chartevents,Respiratory,L/min,Numeric,,,O2 Flow (additional cannula)
224418,Cuff Volume (mL),chartevents,Respiratory,mL,Numeric,,,Cuff Volume (mL)
224706,P Low (APRV),chartevents,Respiratory,cmH2O,Numeric,,,P Low (APRV)
224747,Transpulmonary Pressure (Insp. Hold),chartevents,Respiratory,cmH2O,Numeric,,20,Transpulmonary Press (Insp. Hold)
227187,Pinsp (Draeger only),chartevents,Respiratory,cmH2O,Numeric,,,Pinsp (Draeger only)
224702,PCV Level,chartevents,Respiratory,cmH2O,Numeric,,,PCV Level
224705,P High (APRV),chartevents,Respiratory,cmH2O,Numeric,,,P High (APRV)
224688,Respiratory Rate (Set),chartevents,Respiratory,insp/min,Numeric,,,Respiratory Rate (Set)
224695,Peak Insp. Pressure,chartevents,Respiratory,cmH2O,Numeric,,,Peak Insp. Pressure
224707,T High (APRV),chartevents,Respiratory,sec,Numeric,,,T High (APRV)
229661,Compliance,chartevents,Respiratory,cmH2O/L/seconds,Numeric,,,Compliance
223873,Paw High,chartevents,Respiratory,cmH2O,Numeric,,,Paw High
220339,PEEP set,chartevents,Respiratory,cmH2O,Numeric,,,PEEP set
