LOINC_NUM,COMPONENT
96067-4,HEDIS Measurement Year 2020 Value Set - Urine Protein Tests
96068-2,HEDIS Measurement Year 2020 Value Sets
96069-0,HEDIS Measurement Year 2020 Value Set - Cervical Cytology
96070-8,HEDIS Measurement Year 2020 Value Set - HbA1c Tests
96071-6,HEDIS Measurement Year 2020 Value Set - LDL-C Tests
96072-4,HEDIS Measurement Year 2020 Value Set - Lead Tests
Mar-07,Taenia solium larva 50kD Ab
96073-2,HEDIS Measurement Year 2020 Value Set - FIT-DNA
96074-0,HEDIS Measurement Year 2020 Value Set - FOBT
96075-7,HEDIS Measurement Year 2020 Value Set - Chlamydia Tests
96076-5,HEDIS Measurement Year 2020 Value Set - Cholesterol Tests Other Than LDL
96077-3,HEDIS Measurement Year 2020 Value Set - Glucose Tests
96078-1,HEDIS Measurement Year 2020 Value Set - Group A Strep Tests
96079-9,HEDIS Measurement Year 2020 Value Set - HPV Tests
96080-7,HEDIS Measurement Year 2020 Value Set - Pregnancy Test Exclusion
Jan-08,Hepatitis C virus 100-3 Ab
96081-5,HEDIS Measurement Year 2020 Value Set - PSA Test Exclusion
96082-3,HEDIS Measurement Year 2020 Value Set - PSA Tests
96083-1,HEDIS Measurement Year 2020 Value Set - Estimated Glomerular Filtration Rate Lab Test
96084-9,HEDIS Measurement Year 2020 Value Set - Quantitative Urine Albumin Lab Test
96085-6,HEDIS Measurement Year 2020 Value Set - Urine Albumin Creatinine Ratio Lab Test
96086-4,HEDIS Measurement Year 2020 Value Set - Urine Creatinine Lab Test
96087-2,Standard thickness parameter
96088-0,Standard thickness parameter
96089-8,Volume adjustment parameter
96090-6,Volume adjustment parameter
96091-4,SARS coronavirus 2 RdRp gene
96092-2,Intraocular pressure^compensated
96093-0,Intraocular pressure^compensated
96094-8,SARS coronavirus 2 & SARS-related coronavirus RNA panel
96095-5,Indicate the patient's primary medical condition category
96098-9,Wash upper body - functional goal
Sep-09,Hepatitis C virus 22-3 Ab
96099-7,LCDS v5.00 - Mobility - admission performance
96100-3,LCDS v5.00 - Mobility - discharge performance
96101-1,Tobacco use frequency
96102-9,Age when stopped substance abuse
96103-7,Tobacco amount per D
96104-5,Wound stage
96105-2,Wound grade
96106-0,University of Texas diabetic wound classification system panel
Jul-10,Hepatitis C virus c33c Ab
96107-8,Bedaquiline
96108-6,Clofazimine
96109-4,Delamanid
96110-2,Ethionamide
96111-0,Linezolid
96112-8,Moxifloxacin
96113-6,Rifabutin
96114-4,Streptomycin
May-11,Streptococcus pneumoniae Danish serotype 18C Ab.IgG
96115-1,Level of tumor invasion
96116-9,Anterior surgical resection
96117-7,Resection adequacy of non-malignant polyp
96118-5,SARS coronavirus 2 Ab panel
96119-3,SARS coronavirus 2 Ag
96120-1,SARS coronavirus 2 RdRp gene
96121-9,SARS-related coronavirus E gene
96122-7,SARS-related coronavirus E gene
Mar-12,Cortisol^15M post 250 ug corticotropin IM
96123-5,SARS coronavirus 2 RdRp gene
96124-3,Long axis
96125-0,Perimeter
96126-8,Evaluation note
96127-6,Evaluation note
96128-4,Evaluation note
96129-2,Evaluation note
961-3,C super little x Ab
96130-0,Evaluation note
Jan-13,Cortisol^2H post 250 ug corticotropin IM
96131-8,Evaluation note
96132-6,Evaluation note
96133-4,Evaluation note
96134-2,Evaluation note
96135-9,Evaluation note
96136-7,Evaluation note
96137-5,Evaluation note
96138-3,Evaluation note
96139-1,Evaluation note
96140-9,Evaluation note
96141-7,Evaluation note
96142-5,Evaluation note
96143-3,Evaluation note
96144-1,Evaluation note
96145-8,Evaluation note
96146-6,Evaluation note
96147-4,Evaluation note
96148-2,Evaluation note
Sep-14,Cortisol^45M post 250 ug corticotropin IM
96149-0,Evaluation note
96150-8,Evaluation note
96151-6,Evaluation note
96152-4,Evaluation note
96153-2,Evaluation note
96154-0,Evaluation note
96155-7,Evaluation note
Jun-15,Cortisol^1.5H post 250 ug corticotropin IM
96156-5,Evaluation note
96157-3,Evaluation note
96158-1,Evaluation note
96159-9,Evaluation note
96160-7,Evaluation note
96161-5,Evaluation note
96162-3,Evaluation note
96163-1,Evaluation note
Apr-16,17-Hydroxyprogesterone
96164-9,Evaluation note
96165-6,Evaluation note
96166-4,Evaluation note
96167-2,Evaluation note
96168-0,Evaluation note
96169-8,Evaluation note
96170-6,Evaluation note
96171-4,Evaluation note
Feb-17,Chylomicrons
96172-2,Evaluation note
96173-0,Evaluation note
96174-8,Evaluation note
96175-5,Evaluation note
96176-3,Evaluation note
96177-1,Evaluation note
96178-9,Evaluation note
96179-7,Evaluation note
9618-0,Cholesterol
96180-5,Evaluation note
96181-3,Evaluation note
96182-1,Photographic image
96183-9,Photographic image
96184-7,Photographic image
96185-4,Indoor respiratory allergen Ab.IgE panel
96186-2,Dermatology autoimmune Ab panel
96187-0,Function
96188-8,Function
96189-6,Function
96190-4,Function
96191-2,Function
96192-0,Function
96193-8,Function
96194-6,Function
96195-3,Function
96196-1,Function
96197-9,Function
Aug-19,Triglyceride
96198-7,Function
96199-5,Function
96200-1,Function
96201-9,Function
96202-7,Function
96203-5,Function compared to previous assessment
96204-3,Function compared to previous assessment
96205-0,Function compared to previous assessment
Jun-20,Lipoprotein.beta
96206-8,Function compared to previous assessment
96207-6,Function compared to previous assessment
96208-4,Function compared to previous assessment
96209-2,Function compared to previous assessment
962-1,C super little x Ab
96210-0,Function compared to previous assessment
96211-8,Function compared to previous assessment
96212-6,Function compared to previous assessment
96213-4,Function compared to previous assessment
Apr-21,Lipoprotein.pre-beta
96214-2,Function compared to previous assessment
96215-9,Function compared to previous assessment
96216-7,Function compared to previous assessment
96217-5,Function compared to previous assessment
96218-3,Function compared to previous assessment
96219-1,Functional findings
96220-9,Functional findings
96221-7,Functional findings
Feb-22,Phytonadione
96222-5,Functional findings
96223-3,Functional findings
96224-1,Functional findings
96225-8,Functional findings
96226-6,Functional findings
96227-4,Multifocal electroretinography panel
96228-2,N1 amplitude ^light-adapted
96229-0,N1 amplitude^light-adapted
9623-0,Valine
96230-8,N1 implicit time^light-adapted
96231-6,N1 implicit time^light-adapted
96232-4,N2 amplitude^light-adapted
96233-2,N2 amplitude^light-adapted
96234-0,N2 implicit time^light-adapted
96235-7,N2 implicit time^light-adapted
96236-5,N95 amplitude^light-adapted
96237-3,N95 amplitude^light-adapted
96238-1,P1 amplitude^light-adapted
96239-9,P1 amplitude^light-adapted
96240-7,P1 implicit time^light-adapted
96241-5,P1 implicit time^light-adapted
96242-3,P50 amplitude^light-adapted
96243-1,P50 amplitude^light-adapted
96244-9,P50 peak time^light-adapted
96245-6,P50 peak time^light-adapted
96246-4,Pattern electroretinography panel
96247-2,Phase shift^light-adapted
Aug-24,Vanillylmandelate
96248-0,Phase shift^light-adapted
96249-8,Artifact
96250-6,Arsenic.inorganic+methylated
96251-4,Arsenic.inorganic+methylated
96252-2,Arsenic.methylated
96253-0,Arsenic fractions panel
96254-8,Saint Louis encephalitis virus Ab.IgG & IgM panel
May-25,Amoxapine+8-Hydroxyamoxapine
96255-5,Saint Louis encephalitis virus Ab.IgG & IgM panel
96256-3,Copper.free
96257-1,Copper.free
96258-9,Cholesterol.in LDL
96259-7,Cholesterol.in LDL
96260-5,Coagulation tissue factor induced.factor substitution^2H post incubation after 1:1 addition of normal plasma
96261-3,Coagulation tissue factor induced.factor substitution^1H post incubation after 1:1 addition of normal plasma
96262-1,Coagulation tissue factor induced.factor substitution^immediately after 1:1 addition of normal plasma
Mar-26,Propoxyphene+Norpropoxyphene
96263-9,Coagulation surface induced.lupus sensitive.factor substitution^2H post incubation after 1:1 addition of normal plasma
96264-7,Coagulation surface induced.lupus sensitive.factor substitution^1H post incubation after 1:1 addition of normal plasma
96265-4,Coagulation surface induced.factor substitution^2H post incubation after 1:1 addition of normal plasma
96266-2,Coagulation surface induced.factor substitution^1H post incubation after 1:1 addition of normal plasma
96267-0,Delta coagulation surface induced.hexagonal phase phospholipid
96268-8,Monocytes.programmed cell death ligand 1/100 monocytes
96269-6,Nitric oxide/Expired gas
96270-4,Cyclin-dependent kinase 4
Jan-27,Imipramine+Desipramine
96271-2,DNA mismatch repair protein Msh3
96272-0,DNA mismatch repair protein Mlh3
96273-8,HIV 1 RNA+HIV 2 RNA+Hepatitis C virus RNA+Hepatitis B virus DNA
96274-6,Fagus grandifolia wood dust Ab.IgE
96275-3,Ammonium persulfate Ab.IgE
96276-1,Ribes nigrum Ab.IgE
96277-9,carBAMazepine Ab.IgE
96278-7,Dermatophagoides pteronyssinus recombinant (rDer p) 23 Ab.IgE
96279-5,Abies alba wood dust Ab.IgE
96280-3,Fraxinus excelsior wood dust Ab.IgE
96281-1,Argas reflexus Ab.IgE
96282-9,Coagulation factor XII inhibitor
96283-7,Gliadin Ab.IgE
96284-5,Hay dust Ab.IgE
96285-2,Indomethacin Ab.IgE
96286-0,Ketoprofen Ab.IgE
96287-8,(Amphotericin B+Erythromycin+Nystatin+Spiramycin) Ab.IgE
96288-6,Methylene blue Ab.IgE
Sep-28,O-desmethylvenlafaxine
96289-4,Morphine Ab.IgE
96290-2,predniSONE Ab.IgE
96291-0,Pregnenolone sulfate
96292-8,Quinoline Ab.IgE
96293-6,Sodium nitrite Ab.IgE
96294-4,Straw dust Ab.IgE
96295-1,Streptomycin Ab.IgE
96296-9,Thuja spp Ab.IgE
Jul-29,TOLAZamide
96297-7,Cobalamins Ab.IgE
96298-5,IRF-PAI v3.0 - Quality indicators - admission
96299-3,IRF-PAI v3.0 - Cognitive patterns - admission
96300-9,Cell growth
96301-7,Bacteroides fragilis DNA
96302-5,Candida auris DNA
96303-3,Cryptococcus gattii+neoformans DNA
96304-1,Enterococcus faecalis DNA
May-30,Venlafaxine
96305-8,Enterococcus faecium DNA
96306-6,Enterobacterales DNA
96307-4,Klebsiella pneumoniae+Klebsiella variicola+Klebsiella quasipneumoniae DNA
96308-2,Klebsiella aerogenes DNA
96309-0,Bacterial methicillin resistance mecA+mecC genes+SCCmec+OrfX junction
96310-8,Staphylococcus epidermidis DNA
96311-6,Staphylococcus lugdunensis DNA
96312-4,Stenotrophomonas maltophilia DNA
Mar-31,Viscosity
96313-2,Salmonella sp DNA
96314-0,Work or school D missed due to illness
96315-7,Gaps in care report
96316-5,Alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionate receptor 1+2 Ab.IgG
96317-3,Acinetobacter calcoaceticus-baumannii complex DNA
96318-1,Enterobacter cloacae complex DNA
96319-9,Escherichia coli DNA
96320-7,Streptococcus agalactiae DNA
Jan-32,Aspergillus fumigatus Ab
96321-5,Haemophilus influenzae DNA
96322-3,Klebsiella oxytoca DNA
96323-1,Klebsiella aerogenes DNA
96324-9,Klebsiella pneumoniae+Klebsiella variicola+Klebsiella quasipneumoniae DNA
96325-6,Moraxella catarrhalis DNA
96326-4,Pseudomonas aeruginosa DNA
96327-2,Proteus sp DNA
96328-0,Staphylococcus aureus DNA
96329-8,Serratia marcescens DNA
96330-6,Streptococcus pneumoniae DNA
96331-4,Streptococcus pyogenes DNA
96332-2,Note
96333-0,Procedure note
96334-8,Diagnostic study note
96335-5,Summary note
96336-3,Note
96337-1,Note
96338-9,Progress note
Sep-33,Epstein Barr virus capsid Ab.IgA
96339-7,Summary note
96340-5,Note
96341-3,Note
96342-1,Progress note
96343-9,Note
96344-7,Summary note
96345-4,Summary note
96346-2,Administrative note
Jul-34,Saint Louis encephalitis virus Ab.IgG
96347-0,Consent
96348-8,Note
96349-6,Referral letter
96350-4,Progress note
96351-2,Procedure note
96352-0,Note
96353-8,Procedure note
Apr-35,Saint Louis encephalitis virus Ab.IgM
96354-6,Platelets.large
96355-3,Equine herpesvirus 1
96356-1,Equine herpesvirus 3
96357-9,Equine herpesvirus 4
96358-7,Bovine parainfluenza virus 3
96359-5,7-Aminoclonazepam
96360-3,Dextromethorphan
96361-1,Dextromethorphan
Feb-36,Varicella zoster virus Ab
96362-9,Dextrorphan
96363-7,Dextrorphan+Levorphanol
96364-5,Gabapentin
96365-2,Naltrexol
96366-0,Naltrexone
96367-8,Pregabalin
96368-6,Pregabalin
96369-4,Sertraline
9637-0,Toluene
96370-2,Sertraline
96371-0,Tapentadol
96372-8,Imipenem+Relebactam
96373-6,Admission evaluation note
96374-4,Admission evaluation note
96375-1,Surgical operation note
96376-9,Surgical operation note
96377-7,Surgical operation note
96378-5,Discharge summary note
96379-3,History and physical note
96380-1,Wound duration
96381-9,Immune status
96382-7,Healed wound information
96383-5,Health-related behaviors and treatment compliance
96384-3,Health-related behaviors
96385-0,Adherence to treatment
96386-8,Physical impairment information
96387-6,Sensory symptoms
Aug-38,Toluene
96388-4,Psychosocial effect of wound odor
96389-2,Wound impact on quality of life
963-9,C super little x Ab
96390-0,Wound impact on emotional health
96391-8,Wound classification and diagnoses
96392-6,Debridement method
96393-4,Wound care instructions
96394-2,Education completion status
96395-9,Acceptance of treatment
Jun-39,18-Hydroxycorticosterone
96396-7,Cytomegalovirus DNA
96397-5,Microbiology - mycobacteriology studies
96398-3,Microbiology - mycology studies
96399-1,Retinol binding protein panel
96400-7,Retinol binding protein/Creatinine
96401-5,Retinol binding protein panel
96402-3,Retinol binding protein/Creatinine
96403-1,Renal clearance & Renal plasma flow panel
Apr-40,Androstanediol
96404-9,Para aminohippurate renal clearance/1.73 sq M
96405-6,Filtration Fraction
96406-4,Retinol binding protein
96407-2,Pancreatic polypeptide^30M post sham feeding
96408-0,Pancreatic polypeptide^25M post sham feeding
96409-8,Pancreatic polypeptide^20M post sham feeding
96410-6,Pancreatic polypeptide^15M post sham feeding
96411-4,Pancreatic polypeptide^10M post sham feeding
Feb-41,Catecholamines/Creatinine
96412-2,Pancreatic polypeptide^5M post sham feeding
96413-0,Pancreatic polypeptide^post CFst
96414-8,Pancreatic polypeptide sham feeding panel
96415-5,DOCK8 expression panel
96416-3,Cells.CD3+CD14-CD45+DOCK8+/100 Cells.CD3+CD14-CD45+
96417-1,Cells.CD3-CD14-CD19+CD45+DOCK8+/100 Cells.CD3-CD14-CD19+CD45+
96418-9,Cells.CD3-CD14-CD45+CD56+DOCK8+/100 Cells.CD3-CD14-CD45+CD56+
96419-7,Cells.CD3-CD14+CD45+DOCK8+/100 Cells.CD3-CD14+CD45+
9642-0,Creatine kinase.BB/Creatine kinase.total
96420-5,Daratumumab
96421-3,Testosterone
96422-1,Cortisone
96423-9,Progesterone
96424-7,Testosterone/Cortisol
96425-4,Cortisol/Cortisone
96426-2,Nasal bone
96427-0,Borrelia burgdorferi Ab.IgM
96428-8,Borrelia burgdorferi Ab.IgA
96429-6,Borrelia burgdorferi G39_40 Ab.IgG bands
96430-4,Borrelia burgdorferi G39_40 Ab.IgG bands
96431-2,Borrelia burgdorferi 49736 Ab.IgG bands
96432-0,Borrelia burgdorferi 49736 Ab.IgG bands
96433-8,Would like help finding daycare for child
96434-6,Always has enough food for family
96435-3,At risk of having utilities shut off in the next week
96436-1,Trouble paying heating bill &or electricity bill
96437-9,Needs help getting food for family for tonight
Aug-43,Creatine kinase.MM/Creatine kinase.total
96438-7,Would like help getting food for family
96439-5,Emergent risk of becoming homeless
96440-3,Would like help for being at risk of becoming homeless
96441-1,At risk of becoming homeless
96442-9,Needs daycare for child
96443-7,Would like help finding employment &or job training
96444-5,Has a job
96445-2,Would like help to get a GED
Jun-44,Cystine
96446-0,High school degree
96447-8,WE CARE Survey
96448-6,SARS coronavirus 2 N gene
96449-4,Cell growth
96450-2,Hepatocellular carcinoma risk
96451-0,Alpha-1-Fetoprotein & Alpha-1-Fetoprotein.L3 panel
96452-8,Hepatocellular carcinoma risk panel
Mar-45,Metanephrine/Creatinine
96453-6,Coagulation factor XI activity & inhibitor panel
96454-4,Coagulation factor II inhibitor
96455-1,Coagulation factor II activity & inhibitor panel
96456-9,Coagulation factor VIII activity & inhibitor panel
96457-7,Coagulation factor X activity & inhibitor panel
96458-5,Coagulation factor V activity & inhibitor panel
96459-3,Coagulation factor IX activity & inhibitor panel
96460-1,Thyroglobulin^post thyroglobulin antibody neutralization
Jan-46,Sulfide
96461-9,Gastrin releasing polypeptide prohormone
